"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"Benzene and substituted derivatives","0.17410714285714285","346","Flavonoid-7-O-glucuronides","0.07142857142857142","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.8080357142857143","4.0","Flavonoid glycosides","0.10714285714285714","Phenylpropanoids and polyketides","0.3348214285714286","0","1436","346",,,,"G1,G2,G3,G4,G5,G6","5.0","5.0","5.0","4.0","5.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1436&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=346&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1436","26","475.13",,"475.13","0.0","148.50911538461537","false","1436",,,,"1.11232E8","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Carboxylic acids and derivatives","0.375","348","Delta amino acids and derivatives","0.375","Organic compounds","1.0","Aromatic heteromonocyclic compounds","0.375","2.0","Amino acids, peptides, and analogues","0.375","Organic acids and derivatives","0.375","0","1085","348",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1085&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=348&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1085","1","375.293",,"375.293","0.0","3256.54","false","1085",,,,"3148060.0","Qe04833.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2287","3",,,,"G1,G3","5.0","0.0","3.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2287&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2287","8","1287.59",,"1287.59","0.0","2423.575","false","2287",,,,"3368800.0","Qe04834.mzML|Qe04832.mzML"
,"no matches","0.0","S535","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1172","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1172&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1172","1","393.168",,"393.168","0.0","3180.36","false","1172",,,,"1282540.0","Qe04837.mzML"
,"no matches","0.0","S95","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","204","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=204&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"204","1","219.014",,"219.014","0.0","135.582","false","204",,,,"776295.0","Qe04835.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","382","27",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=382&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"382","1","235.926",,"235.926","0.0","2917.35","false","382",,,,"375463.0","Qe04833.mzML"
,"Benzene and substituted derivatives","0.11555555555555556","2","Rotenones","0.035","Organic compounds","0.8666666666666667","Aromatic heteropolycyclic compounds","0.627962962962963","15.0","nan","0.12055555555555557","Phenylpropanoids and polyketides","0.3244444444444444","0","1295","2",,,,"G1,G2,G3,G5,G6","1.0","1.0","1.0","0.0","2.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1295&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1295","7","429.158",,"429.158","0.0","3127.627142857143","false","1295",,,,"2458740.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04837.mzML|Qe04832.mzML"
"M-H","Fatty Acyls","0.5218253968253969","15","Lineolic acids and derivatives","0.27306547619047616","Organic compounds","1.0","Aliphatic acyclic compounds","0.5119047619047619","8.0","Lineolic acids and derivatives","0.27306547619047616","Lipids and lipid-like molecules","0.6222718253968254","0","838","15","Massbank:PR309108 FA 18:1+3O","Isolated","Massbank","G1,G2,G3,G4,G5,G6","8.0","6.0","7.0","5.0","9.0","9.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005746967","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=838&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","1S/C18H34O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h13-17,19-21H,2-12H2,1H3,(H,22,23)","qTof","ESI","Negative","3","0.00201416","0.665747","6.11777","838","44","329.233","Massbank","329.233","0.0","3139.9354545454544","false","838","6","O=C(O)CCCCCCCC(O)C=CC(O)C(O)CCCCC","CCMSLIB00005746967","3.05233E8","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S881","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2138","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2138&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2138","1","1065.55",,"1065.55","0.0","2328.78","false","2138",,,,"177992.0","Qe04836.mzML"
,"Benzene and substituted derivatives","0.25","522","Benzoic acids","0.25","Organic compounds","0.5","Aromatic homomonocyclic compounds","0.25","2.0","Benzoic acids and derivatives","0.25","Benzenoids","0.25","0","60","522",,,,"G2","0.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=60&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=522&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"60","2","177.999",,"177.999","0.0","191.95850000000002","false","60",,,,"3086390.0","Qe04833.mzML"
,"Steroids and steroid derivatives","0.23710317460317462","125","Steroidal saponins","0.1111111111111111","Organic compounds","0.625","Aliphatic heteropolycyclic compounds","0.27881944444444445","24.0","Steroidal glycosides","0.22043650793650793","Lipids and lipid-like molecules","0.3934027777777778","0","2197","125",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2197&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=125&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2197","2","1095.05",,"1095.05","0.0","2553.435","false","2197",,,,"1.71677E7","Qe04835.mzML"
,"no matches","0.0","S366","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","882","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=882&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"882","1","343.02",,"343.02","0.0","154.74","false","882",,,,"1696010.0","Qe04836.mzML"
,"no matches","0.0","S830","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1972","-1",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1972&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1972","1","831.402",,"831.402","0.0","2329.38","false","1972",,,,"258416.0","Qe04832.mzML"
,"Organooxygen compounds","0.1856516290726817","45","Terpene glycosides","0.10526315789473684","Organic compounds","0.9473684210526315","Aromatic heteropolycyclic compounds","0.5462406015037594","19.0","nan","0.1759189640768588","Phenylpropanoids and polyketides","0.3170843776106934","0","1893","45",,,,"G2,G3,G4,G6","0.0","1.0","17.0","16.0","0.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1893&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1893","37","707.182",,"707.182","0.0","918.8294054054054","false","1893",,,,"1.85958E8","Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04834.mzML"
,"Fatty Acyls","0.2802631578947368","275","Long-chain fatty acids","0.12030075187969924","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.31428571428571433","19.0","nan","0.16246867167919798","Lipids and lipid-like molecules","0.4953425229741019","0","1790","275",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1790&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=275&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1790","1","633.4",,"633.4","0.0","3199.5","false","1790",,,,"443702.0","Qe04837.mzML"
,"no matches","0.0","S191","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","512","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=512&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"512","1","263.14",,"263.14","0.0","541.349","false","512",,,,"899501.0","Qe04835.mzML"
,"Organooxygen compounds","0.047619047619047616","182","Phenolic glycosides","0.047619047619047616","Organic compounds","0.1111111111111111","Aromatic homomonocyclic compounds","0.047619047619047616","9.0","Carbohydrates and carbohydrate conjugates","0.047619047619047616","Benzenoids","0.047619047619047616","0","585","182",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=585&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=182&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"585","1","281.904",,"281.904","0.0","183.107","false","585",,,,"391756.0","Qe04837.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2251","3",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2251&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2251","2","1153.49",,"1153.49","0.0","2517.295","false","2251",,,,"597166.0","Qe04832.mzML"
,"no matches","0.0","S378","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","914","-1",,,,"G5,G6","0.0","0.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=914&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"914","2","349.022",,"349.022","0.0","163.992","false","914",,,,"903988.0","Qe04837.mzML|Qe04836.mzML"
,"Benzene and substituted derivatives","0.41666666666666663","186","Cysteine and derivatives","0.25","Organic compounds","1.0","Aromatic heteromonocyclic compounds","0.3333333333333333","2.0","Amino acids, peptides, and analogues","0.3333333333333333","Benzenoids","0.41666666666666663","0","415","186",,,,"G1,G2,G3,G5","1.0","1.0","1.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=415&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=186&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"415","4","236.023",,"236.023","0.0","142.6605","false","415",,,,"6842210.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04832.mzML"
,"Carboxylic acids and derivatives","0.09238095238095238","8","Steroidal glycosides","0.05714285714285714","Organic compounds","0.42857142857142855","Aromatic heteropolycyclic compounds","0.2180952380952381","35.0","nan","0.09857142857142857","Lipids and lipid-like molecules","0.16238095238095238","0","2259","8",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2259&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2259","1","1171.47",,"1171.47","0.0","2669.71","false","2259",,,,"262128.0","Qe04836.mzML"
,"Organooxygen compounds","0.2103505291005291","19","O-glycosyl compounds","0.10297619047619049","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.26484788359788364","12.0","nan","0.292691798941799","Lipids and lipid-like molecules","0.3611772486772487","0","1047","19",,,,"G3","0.0","0.0","4.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1047&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1047","4","375.129",,"375.129","0.0","911.7","false","1047",,,,"2788930.0","Qe04834.mzML"
,"no matches","0.0","S373","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","900","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=900&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"900","1","345.183",,"345.183","0.0","3300.63","false","900",,,,"393127.0","Qe04833.mzML"
,"Carboxylic acids and derivatives","0.21428571428571427","342","Dipeptides","0.14285714285714285","Organic compounds","0.5","Aliphatic acyclic compounds","0.2857142857142857","2.0","Amino acids, peptides, and analogues","0.21428571428571427","Organic acids and derivatives","0.35714285714285715","0","446","342",,,,"G2,G3,G4","0.0","13.0","4.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=446&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=342&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"446","19","243.896",,"243.896","0.0","255.60005263157893","false","446",,,,"9845640.0","Qe04833.mzML|Qe04835.mzML|Qe04834.mzML"
,"no matches","0.0","S306","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","731","-1",,,,"G1,G4","1.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=731&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"731","2","309.171",,"309.171","0.0","3260.045","false","731",,,,"818292.0","Qe04835.mzML|Qe04832.mzML"
,"no matches","0.0","S908","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2278","-1",,,,"G4,G5","0.0","0.0","0.0","1.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2278&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2278","2","1255.6",,"1255.6","0.0","2369.9849999999997","false","2278",,,,"565969.0","Qe04836.mzML|Qe04835.mzML"
,"Prenol lipids","0.1675653594771242","47","Triterpenoids","0.06219654528478058","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5065943043884221","34.0","nan","0.18203781512605044","Lipids and lipid-like molecules","0.27861811391223157","0","1641","47",,,,"G1,G3","2.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1641&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=47&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1641","3","557.281",,"557.281","0.0","1842.2833333333333","false","1641",,,,"677836.0","Qe04834.mzML|Qe04832.mzML"
,"no matches","0.0","S557","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1215","-1",,,,"G3,G4","0.0","0.0","2.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1215&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1215","4","405.13",,"405.13","0.0","2386.935","false","1215",,,,"2006270.0","Qe04835.mzML|Qe04834.mzML"
,"no matches","0.0","S736","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1668","-1",,,,"G1,G2,G3,G5","1.0","2.0","2.0","0.0","2.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1668&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1668","7","567.333",,"567.333","0.0","97.73238571428571","false","1668",,,,"5712030.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04832.mzML"
,"Prenol lipids","0.23809523809523808","415","Agarofurans","0.16666666666666666","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.7023809523809523","2.0","Sesquiterpenoids","0.23809523809523808","Organoheterocyclic compounds","0.3214285714285714","0","1306","415",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1306&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=415&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1306","2","431.192",,"431.192","0.0","1429.92","false","1306",,,,"499767.0","Qe04834.mzML"
,"Prenol lipids","0.488095238095238","324","Iridoid O-glycosides","0.35119047619047616","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5202380952380953","5.0","Terpene glycosides","0.43809523809523804","Lipids and lipid-like molecules","0.488095238095238","0","1782","324",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1782&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=324&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1782","2","627.193",,"627.193","0.0","1669.565","false","1782",,,,"765129.0","Qe04834.mzML"
,"no matches","0.0","S328","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","783","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=783&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"783","1","322.093",,"322.093","0.0","1226.7","false","783",,,,"446801.0","Qe04833.mzML"
,"Prenol lipids","0.5625","373","Triterpenoids","0.3333333333333333","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.3333333333333333","2.0","Triterpenoids","0.3333333333333333","Lipids and lipid-like molecules","0.75","0","1729","373",,,,"G4,G6","0.0","0.0","0.0","2.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1729&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=373&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1729","3","593.406",,"593.406","0.0","3219.56","false","1729",,,,"902076.0","Qe04837.mzML|Qe04835.mzML"
,"no matches","0.0","S508","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1127","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1127&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1127","1","385.098",,"385.098","0.0","145.684","false","1127",,,,"1197110.0","Qe04834.mzML"
,"no matches","0.0","S239","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","595","-1",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=595&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"595","1","285.082",,"285.082","0.0","126.853","false","595",,,,"737214.0","Qe04832.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","296","27",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=296&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"296","1","235.926",,"235.926","0.0","359.299","false","296",,,,"524463.0","Qe04835.mzML"
,"no matches","0.0","S670","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1487","-1",,,,"G1,G2,G3,G4,G5","1.0","1.0","1.0","1.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1487&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1487","5","492.975",,"492.975","0.0","104.611","false","1487",,,,"1727460.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
,"no matches","0.0","S518","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1145","-1",,,,"G1,G2,G3,G4,G5","1.0","1.0","1.0","1.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1145&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1145","5","387.286",,"387.286","0.0","3182.94","false","1145",,,,"1749670.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
